,date,median_salary,mean_salary,population_size,number_of_jobs,area_size,borough_flag,average_price,houses_sold,no_of_crimes,area_barnet,area_bexley,area_brent,area_bromley,area_camden,area_city of london,area_croydon,area_ealing,area_east,area_east midlands,area_enfield,area_england,area_england and wales,area_great britain,area_greenwich,area_hackney,area_hammersmith and fulham,area_haringey,area_harrow,area_havering,area_hillingdon,area_hounslow,area_inner london,area_islington,area_kensington and chelsea,area_kingston upon thames,area_lambeth,area_lewisham,area_london,area_merton,area_newham,area_north east,area_north west,area_northern ireland,area_outer london,area_redbridge,area_richmond upon thames,area_scotland,area_south east,area_south west,area_southwark,area_sutton,area_tower hamlets,area_united kingdom,area_wales,area_waltham forest,area_wandsworth,area_west midlands,area_westminster,area_yorkshire and the humber
528,2007,27274.0,33513,154485.0,86000.0,3726.0,1,513237.5833333333,3374.0,1152640.1103642723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,2008,26583.0,33180,156027.0,87000.0,3726.0,1,505965.9166666667,3242.0,1155632.1103642723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,2009,27497.0,33834,157307.0,84000.0,3726.0,1,79894.16666666667,5184.0,1166696.9199937014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,2010,28240.0,33688,158648.0,85000.0,3726.0,1,99557.58333333333,5808.0,1168855.2720571505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,2011,28997.0,34459,160436.0,80000.0,3726.0,1,115840.0,5273.0,1171072.2227449669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,2012,29067.0,36381,163906.0,81000.0,3726.0,1,135085.33333333334,5907.0,1173383.9727449669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,2013,29450.0,35167,166793.0,80000.0,3726.0,1,165465.58333333334,5395.0,1175728.8060783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,2014,30768.0,35833,169958.0,82000.0,3726.0,1,212959.58333333334,10471.988257153474,1158063.511739905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,2015,28635.0,31728,173525.0,95000.0,3726.0,1,178210.83333333334,6363.0,1178268.4727449669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,2016,30729.0,34343,176107.0,99000.0,3726.0,1,189380.41666666666,4599.0,1180853.6394116336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,2017,31308.0,36139,174609.0,100000.0,3726.0,1,197051.16666666666,5669.0,1183420.7227449669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,2018,27441.0,36282,175470.0,96000.0,3726.0,1,219275.75,6250.0,1185987.3060783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1999,23151.0,27930,266817.0,3188094.522019334,4323.0,1,211724.58333333334,1724.0,1191052.3060783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2000,24264.0,28750,270028.0,140000.0,4323.0,1,222907.41666666666,2705.0,1193486.0560783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,2001,24019.0,30242,273372.0,130000.0,2725.0,1,226351.0,2784.0,1195825.5560783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,2002,24952.0,31630,273041.0,137000.0,2725.0,1,234959.08333333334,3289.0,1197984.2227449669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,2003,26034.0,32702,272195.0,140000.0,2725.0,1,250727.16666666666,3585.0,1199968.3060783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,2004,27186.0,37154,274262.0,142000.0,2725.0,1,297684.1666666667,4847.0,1201779.8894116336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,2005,28347.0,36464,277620.0,141000.0,2725.0,1,342251.3333333333,4399.0,1203735.6394116336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,2006,29930.0,38233,280524.0,137000.0,2725.0,1,391351.5,4332.0,1205827.3060783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,2007,30633.0,41050,284964.0,138000.0,2725.0,1,407195.75,3564.0,1207903.8894116336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,2008,30566.0,41396,289126.0,140000.0,2725.0,1,412538.6666666667,3230.0,1210019.5560783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,2009,33415.0,44262,294050.0,149000.0,2725.0,1,408062.9166666667,3056.0,1212388.4727449669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,2010,33821.0,43030,297650.0,151000.0,2725.0,1,120032.0,173016.0,2231736.0336070154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,2011,34836.0,43657,304481.0,150000.0,2725.0,1,145023.5,146800.0,2233894.3856704663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,2012,35280.0,44271,310200.0,152000.0,2725.0,1,162644.25,163589.0,2236052.7377339173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,2013,35397.0,43350,314242.0,168000.0,2725.0,1,193502.66666666666,174555.0,2238211.0897973683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,2014,34491.0,44566,318216.0,180000.0,2725.0,1,213186.91666666666,157026.0,2240369.4418608192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,2015,34852.0,45180,324431.0,185000.0,2725.0,1,230704.41666666666,154719.0,2242527.79392427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,2016,34670.0,41335,327910.0,175000.0,2725.0,1,236597.5,142734.0,2244686.145987721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,2017,35036.0,40458,324048.0,188000.0,2725.0,1,256237.58333333334,174691.0,2246844.498051172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,2018,36200.0,44814,325917.0,180000.0,2725.0,1,291768.8333333333,157897.0,2249002.850114623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,1999,20580.0,23283,250310.0,3188094.522019334,4323.0,1,262482.0,81235.0,2253319.554241525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,2000,22357.0,22659,252106.0,76000.0,4323.0,1,285770.9166666667,91075.0,2255477.906304976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,2001,21990.0,24850,254336.0,75000.0,3532.0,1,291678.75,91565.0,2257636.258368427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,2002,23254.0,25909,253662.0,79000.0,3532.0,1,307108.4166666667,94196.0,2259794.610431878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,2003,22069.0,25320,251936.0,80000.0,3532.0,1,336567.0833333333,117775.0,2261952.962495329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,2004,25238.0,26340,252455.0,79000.0,3532.0,1,393950.5,118699.0,2264111.31455878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,2005,28022.0,30443,254930.0,80000.0,3532.0,1,254303.33333333334,85820.98825715348,2220944.2732897606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,2006,27021.0,30142,257976.0,73000.0,3532.0,1,434101.1666666667,116628.0,2266269.666622231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,2007,27673.0,29832,261188.0,75000.0,3532.0,1,470595.5,102709.0,2268428.0186856817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,2008,29403.0,31399,266508.0,77000.0,3532.0,1,480688.5833333333,94971.0,2270586.3707491327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,2009,30891.0,32708,270418.0,75000.0,3532.0,1,476099.3333333333,88796.0,2272744.7228125837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,2010,30806.0,32007,272525.0,73000.0,3532.0,1,113447.33333333333,4597.0,1223291.2530357752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,2011,29567.0,30506,276938.0,75000.0,3532.0,1,140384.91666666666,4822.0,1225449.6050992243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,2012,29995.0,30823,281556.0,78000.0,3532.0,1,159984.33333333334,4145.0,1227177.8351256615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,2013,30478.0,30909,286180.0,82000.0,3532.0,1,181622.0,4799.0,1228514.3351256615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,2014,29983.0,32256,291933.0,88000.0,3532.0,1,213242.91666666666,4104.0,1229951.3351256615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,2015,30932.0,32602,297325.0,83000.0,3532.0,1,229639.66666666666,4895.0,1231355.4184589947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,2016,32217.0,34588,301867.0,84000.0,3532.0,1,221144.66666666666,10354.988257153474,1214657.8447819788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,2017,33294.0,35454,301307.0,88000.0,3532.0,1,245554.58333333334,3761.0,1232656.5017923282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,2018,29966.0,33493,303536.0,84000.0,3532.0,1,249209.91666666666,4409.0,1233951.8351256615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,1999,22487.0,29640,7153912.0,3188094.522019334,4323.0,0,311204.25,3320.0,1236405.6684589947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,2000,24204.0,33000,7236712.0,4618000.0,4323.0,0,274215.3333333333,1741.0,1237617.5851256615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,2001,25215.0,35140,7322403.0,4580000.0,159471.0,0,288428.9166666667,2617.0,1238811.1684589947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,2002,26467.0,35739,7376671.0,4491000.0,159471.0,0,303898.0833333333,2447.0,1240026.1684589947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,2003,27455.0,37416,7394817.0,4554000.0,159471.0,0,311170.5833333333,2751.0,1241179.0851256615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,2004,28750.0,39489,7432730.0,4613000.0,159471.0,0,330412.0,2972.0,1242259.0017923282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,2005,29882.0,41707,7519009.0,4706000.0,159471.0,0,385207.5,3409.0,1243202.1684589947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,2006,30355.0,43557,7597825.0,4615000.0,159471.0,0,441352.1666666667,2917.0,1244249.8351256615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,2007,31484.0,45027,7693473.0,4728000.0,159471.0,0,493184.0833333333,2918.0,1245339.3351256615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,2008,32813.0,47116,7812161.0,4799000.0,159471.0,0,502254.25,2441.0,1246463.0017923282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,2009,33700.0,46765,7942594.0,4739000.0,159471.0,0,512545.6666666667,2361.0,1247602.8351256615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,2010,33990.0,46945,8061495.0,4772000.0,159471.0,0,511969.25,2213.0,1248794.6684589947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,2011,34396.0,49831,8204407.0,5028000.0,159471.0,0,100479.66666666667,4937.0,1263962.8641730228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,2012,34883.0,48367,8308369.0,5229000.0,159471.0,0,83239.16666666667,4922.0,1261284.2714746315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,2013,35173.0,47962,8416543.0,5341000.0,159471.0,0,156272.75,5237.0,1270592.947506356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,2014,35034.0,48263,8538689.0,5603000.0,159471.0,0,120537.25,5660.0,1267277.447506356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,2015,35303.0,46946,8673713.0,5810000.0,159471.0,0,191556.75,3997.0,1276571.5308396893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,2016,36170.0,47924,8787892.0,5982000.0,159471.0,0,176258.41666666666,5399.0,1273739.6141730228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,2017,37171.0,50285,8825001.0,6125000.0,159471.0,0,213792.16666666666,4458.0,1282404.447506356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,2018,38146.0,52629,8908081.0,6148000.0,159471.0,0,196486.83333333334,4258.0,1279598.1141730228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1999,18962.0,21867,185062.0,3188094.522019334,4323.0,1,200448.58333333334,1237.0,1288015.6141730228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,2000,18906.0,22987,188196.0,84000.0,4323.0,1,231904.75,4286.0,1285292.5308396893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,2001,21014.0,25615,191106.0,81000.0,3762.0,1,206665.25,1548.0,1293681.6141730228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,2002,22429.0,27052,190561.0,77000.0,3762.0,1,194741.0,1720.0,1290881.5308396893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,2003,22959.0,30607,189298.0,77000.0,3762.0,1,216882.66666666666,1890.0,1298876.447506356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,2004,23208.0,30224,188908.0,91000.0,3762.0,1,211223.16666666666,1694.0,1296332.947506356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,2005,25991.0,30422,190583.0,85000.0,3762.0,1,280023.3333333333,2968.0,1303736.8641730228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,2006,24883.0,29305,192520.0,79000.0,3762.0,1,233890.25,2876.0,1301304.197506356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,2007,26346.0,30731,194260.0,78000.0,3762.0,1,323509.9166666667,3059.0,1306268.697506356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,2008,28363.0,31929,195859.0,81000.0,3762.0,1,360285.0,3621.0,1309006.197506356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,2009,27662.0,30330,198136.0,79000.0,3762.0,1,363250.9166666667,2360.0,1314997.0308396893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,2010,27441.0,31666,199136.0,78000.0,3762.0,1,358993.0833333333,3371.0,1311977.947506356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,2011,28066.0,32415,200543.0,86000.0,3762.0,1,46151.666666666664,41940.0,1905824.87202592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,2012,28613.0,32742,202225.0,89000.0,3762.0,1,48925.416666666664,46349.0,1907983.224089371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,2013,28610.0,31960,203223.0,96000.0,3762.0,1,50998.25,49778.0,1910141.576152822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,2014,27539.0,31917,203515.0,97000.0,3762.0,1,57703.0,57543.0,1912299.928216273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,2015,30040.0,32907,204565.0,98000.0,3762.0,1,72911.83333333333,58305.0,1914458.280279724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
